CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
64,2010,AK,0,1,2,,0,,6,2,2,11,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,D,1,1,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,1,,5,1,1,0,1,M
65,2010,AK,0,1,6,3,0,,2,0,1,5,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,,,0,,,,1,0,0,0,0,1,0,1,D,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,5,1,0,1,1
66,2010,AK,0,1,2,,0,,6,2,2,13,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,D,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,4,4,4,1,1,,2,4,3,0,M,M
67,2010,AK,1,1,2,,0,,5,5,2,9,0,0,1,0,0,1,1,3,0,,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,,,0,,,,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,5,0,1,1
68,2010,AK,1,1,4,,1,1,4,7,2,10,0,1,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,1,1,,0,,,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,2,3,,2,1,1,1,,2,1,,1,5,4,5,1,1,1,,2,4,4,0,1,1
69,2010,AK,0,1,2,,0,,5,2,2,6,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,0,M,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,4,4,4,4,1,1,,3,4,2,0,1,1
70,2010,AK,1,1,2,,0,,4,2,1,15,0,0,0,0,0,0,,,0,,1,1,1,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,1,1,1,1,1,1,1,1,0,,,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,3,4,2,4,1,1,1,,5,,,,3,4,4,1,1,1,,2,5,1,0,1,1
71,2010,AK,0,1,5,,0,,3,7,1,2,0,0,0,0,0,0,,,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,,,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,3,,2,1,1,1,,2,,,,2,2,2,1,1,1,,1,5,1,0,1,1
72,2010,AK,0,1,4,,0,,6,0,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,3,1,4,0,1,M
73,2010,AK,1,1,2,,0,,2,3,2,16,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,1,0,1,0,,,,,,1,0,1,0,1,0,0,0,1,1,,,,,,,,,3,,3,4,1,1,1,,4,,,,,,,,,,,2,4,4,0,1,1
74,2010,AK,0,1,2,,0,,4,1,2,7,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,D,1,,,,,,,,,,,,,,,,,,,,,2,3,3,5,1,1,,5,1,1,0,1,1
75,2010,AK,0,1,2,,0,,5,2,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,3,4,1,1,1,,4,2,1,0,1,M
76,2010,AK,0,1,5,,0,,2,1,0,1,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,D,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,5,1,0,1,M
77,2010,AK,0,1,2,,0,,5,6,2,13,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,4,3,1,1,1,,3,,,,,,,,,,,2,5,2,0,1,1
78,2010,AL,0,1,2,,0,,4,2,2,10,0,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,3,5,4,5,5,1,1,,2,3,4,0,1,1
79,2010,AL,1,1,2,,1,2,4,7,2,2,0,0,0,1,1,0,0,3,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,,1,1,2,,1,1,1,1,,1,1,,3,1,,2,1,1,1,,1,1,5,0,1,1
80,2010,AL,0,1,3,,0,,2,2,1,5,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,0,1,0,1,D,1,D,D,D,,,,,,,,,,,,,,,,,,,,,5,,4,1,1,1,,4,2,1,0,1,M
81,2010,AL,0,1,1,,0,,3,3,1,7,0,0,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
82,2010,AL,0,1,6,1,1,1,6,7,2,13,0,1,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,2,,2,4,2,0,M,1
83,2010,AL,0,1,2,,0,,3,3,2,11,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,0,0,1,0,1,1,1,1,,,,,,,,,,,3,3,4,1,1,,3,,,,,,,,,,,1,2,5,0,1,M
84,2010,AL,0,1,2,,0,,4,1,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,1,,2,4,4,0,1,M
85,2010,AL,0,1,2,,0,,4,1,2,6,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,4,1,3,5,1,1,,1,4,4,0,1,M
86,2010,AL,0,1,2,,0,,4,1,2,7,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3,3,2,1,1,,3,2,2,0,1,M
87,2010,AL,0,1,2,,0,,5,1,2,7,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,1,3,4,1,1,,1,3,4,0,1,M
88,2010,AL,0,1,1,,1,2,5,0,2,3,0,1,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,5,4,4,1,1,,1,1,5,0,1,1
89,2010,AL,0,1,2,,0,,2,1,1,10,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,1,1,1,0,1,0,0,0,1,1,,,,,,,,,,3,,2,1,1,1,,1,,,,,,,,,,,5,1,1,0,1,M
90,2010,AL,0,1,1,,M,,1,2,1,2,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,2,,1,1,1,1,,5,1,1,0,1,1
91,2010,AL,0,1,1,,0,,3,2,2,4,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,3,,2,2,1,1,,2,4,4,0,1,1
92,2010,AL,0,1,2,,0,,4,1,2,7,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,2,3,3,5,1,1,,2,4,4,0,1,M
93,2010,AL,0,1,2,,0,,4,2,2,9,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,5,1,4,1,1,1,,2,4,4,0,1,M
94,2010,AL,0,1,2,,0,,5,2,2,6,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,,2,3,3,0,1,M
95,2010,AL,0,1,2,,0,,4,2,2,6,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,,2,3,3,0,1,M
96,2010,AL,0,1,1,,0,,1,3,2,5,0,0,1,1,0,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,2,,,,2,1,2,1,2,1,1,5,0,1,1
97,2010,AL,0,1,1,,0,,3,2,2,8,0,0,1,0,0,1,1,3,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,3,1,1,5,0,1,1
98,2010,AL,1,1,1,,0,,3,7,2,8,0,0,1,0,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,4,,,,5,3,1,4,1,3,1,1,5,0,1,1
99,2010,AL,1,1,1,,0,,3,3,2,10,0,0,1,1,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,5,0,1,1
100,2010,AL,1,1,1,,1,2,6,3,2,7,0,1,0,1,1,0,0,3,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,5,,3,,5,1,1,5,,3,2,2,0,1,1
101,2010,AL,0,1,1,,1,2,3,1,2,11,0,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,1,3,4,0,1,1
102,2010,AL,0,1,2,,0,,3,6,2,17,1,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,1,1,0,,,1,0,0,1,0,,,,,,0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,3,3,1,1,1,,3,,,,,,,,,,,2,2,4,0,1,M
103,2010,AL,0,1,1,,0,,2,2,2,2,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,5,,4,3,1,1,,3,2,2,0,1,1
104,2010,AL,0,1,2,,0,,3,3,2,5,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,4,2,4,1,1,1,,3,4,2,0,1,M
105,2010,AL,0,1,2,,0,,1,2,2,1,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,4,4,3,1,1,,1,4,5,0,1,M
106,2010,AL,0,1,1,,0,,2,2,2,3,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,2,,1,1,1,1,,1,4,4,0,1,1
107,2010,AL,0,1,2,,0,,2,3,1,8,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,0,0,0,0,,0,,,1,0,1,1,0,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,3,3,4,1,1,1,,4,,,,,,,,,,,2,1,4,0,1,M
108,2010,AL,0,1,1,,0,,3,2,1,4,0,0,1,0,0,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,1
109,2010,AL,0,1,3,,0,,5,1,2,7,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,3,,1,1,1,1,,1,5,3,0,1,M
110,2010,AL,0,1,2,,0,,3,1,2,6,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,,3,1,1,1,,1,4,4,0,1,M
111,2010,AL,0,1,2,,0,,2,1,2,4,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,M,0,1,0,M,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,5,4,5,1,1,1,,2,4,4,0,1,M
112,2010,AL,0,1,2,,0,,3,1,2,6,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
113,2010,AL,0,1,2,,0,,5,1,2,4,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
114,2010,AL,0,1,2,,0,,6,3,2,10,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,1,4,1,1,1,,4,1,1,0,1,M
115,2010,AL,0,1,6,1,1,1,6,7,2,16,0,1,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,R,R,R,R,,,,,,,,,,,5,5,1,1,1,,5,,,5,,5,5,1,1,1,,2,3,3,0,M,1
116,2010,AL,0,1,2,,0,,4,7,2,8,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,1,,0,0,,,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,3,2,1,1,1,,2,,,,,1,1,1,1,1,,4,3,1,0,M,M
117,2010,AL,0,1,2,,0,,3,5,1,5,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,4,2,2,0,1,1
118,2010,AL,0,1,2,,0,,4,1,2,7,0,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,4,4,5,1,1,1,,1,4,4,0,1,M
119,2010,AL,0,1,1,,0,,5,7,2,14,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,1,1,0,1,0,0,0,0,1,0,1,0,D,1,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
120,2010,AL,0,1,2,,0,,2,2,2,5,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,1,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,5,4,1,1,1,,4,,,,,,,,,,,4,1,2,1,1,M
121,2010,AL,0,1,2,,0,,6,6,2,12,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,4,,2,1,1,1,,2,3,3,0,1,1
122,2010,AL,0,1,2,,0,,2,1,2,4,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,5,3,5,5,1,1,,2,1,5,0,1,M
123,2010,AL,1,1,1,,0,,3,3,2,10,0,0,1,1,0,1,1,3,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,1
124,2010,AL,0,1,4,,0,,2,2,1,2,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,1,1,0,1,1,1,D,1,1,,,,,,,,,,,,,,,,,,,,,2,,1,1,1,1,,1,5,4,0,1,M
125,2010,AL,0,1,1,,1,1,5,2,2,3,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,M,0,0,0,0,,,0,,,,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,,2,3,3,0,M,1
126,2010,AL,1,1,1,,0,,3,3,2,11,0,0,1,1,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,,,,2,1,2,1,2,1,1,5,0,1,1
127,2010,AL,0,1,1,,0,,2,2,2,1,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,,2,1,1,1,,2,4,1,0,1,M
128,2010,AL,0,1,2,,0,,1,1,2,8,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,,,1,0,1,0,0,,,,,,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,3,,2,1,1,1,,2,,,,,,,,,,,2,1,5,0,1,M
129,2010,AL,1,1,1,,0,,3,2,2,10,0,0,1,1,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,1
130,2010,AL,0,1,2,,0,,1,3,2,5,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,3,3,1,1,1,,3,,,,,,,,,,,5,1,1,1,1,M
131,2010,AL,1,1,1,,0,,3,3,2,10,0,0,1,1,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,1
132,2010,AL,1,1,1,,0,,3,3,2,10,0,0,1,1,0,1,1,3,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,1
133,2010,AL,0,1,2,,0,,4,2,2,14,1,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,,,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,4,3,1,1,1,,3,,,,2,,1,1,1,1,,5,1,1,0,1,M
134,2010,AL,0,1,2,,0,,5,0,2,3,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,4,4,1,1,1,,1,4,4,0,1,M
135,2010,AL,0,1,1,,0,,2,6,2,4,0,0,1,0,0,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,1,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,,,,2,1,3,1,3,1,1,5,0,1,1
136,2010,AL,0,1,1,,0,,3,6,2,12,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,3,1,1,5,0,1,1
137,2010,AL,0,1,2,,0,,6,2,2,14,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,,2,1,1,1,,3,2,3,1,1,M
138,2010,AL,0,1,2,,0,,6,2,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,,4,1,1,1,,1,2,5,0,1,M
139,2010,AL,0,1,2,,0,,4,5,1,13,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,,0,0,,,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,5,5,1,1,1,,5,,,,5,3,4,1,1,1,,2,4,4,1,M,M
