CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
9668,2010,NY,0,1,2,,0,,4,2,2,2,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,5,5,3,1,1,,3,3,2,0,1,M
9669,2010,NY,0,1,2,,0,,4,2,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,5,5,3,1,1,,5,1,1,0,1,M
9670,2010,NY,0,1,2,,0,,3,2,1,17,0,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,1,0,0,,,1,0,0,1,0,,,,,,1,1,0,0,1,0,1,1,0,1,,,,,,,,,,,4,3,3,1,1,,3,,,,,,,,,,,5,1,1,0,1,M
9671,2010,NY,0,1,2,,0,,0,2,2,16,1,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,1,1,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,D,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,3,2,2,0,1,M
9672,2010,NY,0,1,2,,0,,2,2,2,2,0,0,0,1,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
9673,2010,NY,0,1,2,,1,1,5,7,2,10,0,1,0,1,1,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,,,0,,,,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,5,4,5,5,1,1,4,,2,2,4,0,1,1
9674,2010,NY,1,0,2,,0,,2,2,2,6,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,0,1,1,0,1,0,0,0,0,1,,,,,,,,,4,,,1,1,1,1,,1,,,,,,,,,,,5,1,1,0,1,M
9675,2010,NY,1,1,2,,0,,3,3,1,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,1,1,1,0,0,0,0,0,0,,,,,,,,,5,4,,4,1,1,1,,2,,,,,,,,,,,5,1,1,0,M,M
9676,2010,NY,0,1,4,,1,1,5,2,2,12,0,1,0,1,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,5,5,5,1,5,,2,2,4,0,1,1
9677,2010,NY,0,1,2,,1,1,5,2,2,10,0,1,0,1,1,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,2,5,5,1,1,4,,3,2,4,0,1,1
9678,2010,NY,0,1,2,,0,,4,2,1,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,1,0,0,0,,,,,,,,,,,4,3,1,1,1,,3,,,,,,,,,,,1,5,4,1,1,M
9679,2010,NY,1,0,2,,0,,5,3,1,11,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,0,1,1,1,0,0,0,0,0,0,,,,,,,,,5,,,5,1,1,1,,4,,,,,,,,,,,4,2,1,0,1,M
9680,2010,NY,0,1,2,,1,1,2,2,2,4,0,1,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,4,5,1,1,1,,5,1,1,0,1,1
9681,2010,NY,1,1,3,,0,,4,4,1,9,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,1,1,1,0,0,0,0,0,0,,,,,,,,,5,3,,4,1,1,1,,4,,,,,,,,,,,5,1,1,0,1,M
9682,2010,NY,0,1,2,,0,,5,4,2,14,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,0,,,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,5,4,1,1,1,,4,,,,3,1,2,1,1,1,,5,1,1,0,1,M
9683,2010,NY,0,1,4,,0,,2,2,2,2,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,5,4,3,1,1,,4,1,1,0,1,M
9684,2010,NY,0,1,4,,0,,5,3,1,10,0,1,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,4,5,1,1,1,,3,2,4,0,1,M
9685,2010,NY,0,1,4,,0,,3,2,2,7,0,1,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,5,5,2,1,4,,2,4,2,0,1,M
9686,2010,NY,0,1,2,,1,1,6,2,2,2,0,1,0,1,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,D,1,,,,,,,,,,,,,,,,,,,,,2,5,5,5,1,2,,2,4,4,0,1,1
9687,2010,NY,1,1,2,,0,,5,6,2,8,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,1,1,0,0,,,1,1,1,0,0,,,,,,0,1,1,1,0,0,0,0,0,0,,,,,,,,,5,,,3,1,1,1,,3,,,,,,,,,,,5,1,1,0,1,M
9688,2010,NY,0,1,2,,0,,6,5,2,16,0,1,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,5,5,2,5,1,1,1,,4,1,1,0,1,M
9689,2010,NY,0,1,2,,0,,3,2,1,3,0,0,0,1,0,0,,,M,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,3,4,1,1,2,,4,1,1,0,1,M
9690,2010,NY,0,1,2,,0,,4,3,1,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,0,0,0,0,0,,,1,0,1,0,0,,,,,,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,4,,4,1,1,1,,4,,,,,,,,,,,2,3,3,0,1,M
9691,2010,NY,0,1,2,,0,,5,2,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,D,1,0,1,1,1,0,0,0,,,,,,,,,,,3,2,1,1,1,,2,,,,,,,,,,,5,1,1,1,1,1
9692,2010,NY,1,0,2,,1,2,5,7,2,12,0,0,1,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,,,,0,,,,,,0,0,0,0,1,1,1,1,1,1,4,,3,1,3,1,,3,,,,,,,,,,,,,,,,,,,,2,3,3,0,1,1
9693,2010,NY,0,1,2,,1,1,5,2,2,8,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,5,5,4,1,1,,3,3,2,0,1,1
9694,2010,NY,0,1,4,,1,1,6,7,2,16,0,1,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,D,1,,,,,,,,,,,,,,,,,,,,4,2,1,3,1,1,4,,2,3,3,0,1,1
9695,2010,NY,1,1,4,,1,1,6,7,2,14,0,1,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,1,1,1,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,D,1,5,,3,1,1,3,,2,,,,,,,,,,,1,2,1,1,2,1,1,2,,4,1,1,0,1,1
9696,2010,NY,0,1,2,,0,,3,2,1,1,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,0,1,1,D,1,1,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,,2,5,2,0,M,M
9697,2010,NY,0,1,2,,0,,4,7,2,10,0,0,1,0,0,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,4,,,,3,1,4,1,4,1,1,5,0,1,1
9698,2010,NY,1,1,2,,1,1,5,7,1,12,0,0,0,1,1,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,1,1,0,,,,0,,,,,,1,1,0,0,1,1,1,1,1,1,4,,2,1,1,1,,2,,,,,,,,,,,,,,,,,,,,3,2,2,0,1,M
9699,2010,NY,0,1,4,,1,1,6,6,2,16,0,1,0,1,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,D,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,3,4,1,1,1,,3,2,4,0,1,1
9700,2010,NY,0,1,4,,0,,5,2,2,5,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,5,4,1,1,1,,2,4,2,0,1,M
9701,2010,NY,1,1,4,,1,1,6,7,2,14,0,0,1,1,0,1,0,3,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,,,0,1,0,0,1,1,1,0,,,,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,4,,,,,,,,,,,,,,,,1,1,1,1,2,2,4,0,1,1
9702,2010,NY,1,1,3,,1,1,5,7,1,12,0,0,1,1,1,1,0,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,1,1,1,0,,,,0,,,,,,1,1,D,0,1,1,1,1,D,1,5,,5,1,5,5,5,3,,,,,,,,,,,,,,,,,,,,5,1,1,0,1,1
9703,2010,NY,0,1,2,,0,,5,3,2,15,0,1,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,5,2,4,1,1,3,,1,4,4,0,1,M
9704,2010,NY,0,1,2,,0,,0,2,2,10,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,3,3,1,1,1,,2,,,,,,,,,,,5,1,1,1,1,M
9705,2010,NY,0,1,2,,0,,1,2,2,6,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,2,2,1,1,1,,2,,,,,,,,,,,4,1,2,1,M,M
9706,2010,NY,1,0,2,,0,,2,2,2,4,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,0,1,1,0,0,0,0,0,0,0,,,,,,,,,5,,,3,1,1,1,,3,,,,,,,,,,,4,2,1,0,1,M
9707,2010,NY,0,1,4,,1,1,4,7,2,9,0,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,,,,,,,,,,,4,3,1,1,1,,3,,,,,3,2,1,1,1,,4,1,3,1,1,1
9708,2010,NY,0,1,2,,0,,3,3,1,13,0,0,0,0,0,0,,,0,,1,1,1,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,1,0,1,0,0,0,1,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,D,0,0,,,,,,,,,,,3,2,1,1,1,,2,,,,,,,,,,,4,1,4,1,1,M
9709,2010,NY,1,0,2,,0,,5,5,2,11,0,0,0,1,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,,,,0,,,,,,1,1,1,0,1,0,1,D,D,1,5,,4,1,1,1,,3,,,,,,,,,,,,,,,,,,,,2,4,4,0,1,M
9710,2010,NY,0,1,2,,0,,0,2,2,5,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,2,1,1,1,1,,1,,,,,,,,,,,4,1,1,1,1,M
9711,2010,NY,0,1,4,,1,1,6,7,2,15,0,1,0,1,1,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,1,4,4,1,1,2,,2,4,4,0,1,1
9712,2010,NY,0,1,4,,1,1,5,4,2,16,0,0,0,1,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,D,1,,,,,,,,,,,,,,,,,,,,,5,4,5,1,1,1,,2,2,4,0,1,1
9713,2010,NY,1,1,1,,0,,4,4,2,7,0,0,1,1,0,1,0,2,0,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,,1,0,1,1,1,0,,,1,1,1,0,0,,,,,,1,1,0,0,1,1,1,D,0,1,,,,,,,,,1,5,,5,1,1,1,1,5,,,,,,,,,,,2,1,5,0,1,1
9714,2010,NY,0,1,2,,1,1,1,2,1,1,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,4,3,1,1,1,,3,,,,,,,,,,,4,2,1,1,1,1
9715,2010,NY,0,1,2,,1,1,3,3,2,9,0,1,0,1,1,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,4,5,1,1,5,,4,1,3,0,1,1
9716,2010,NY,0,1,1,,0,,3,3,2,10,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,,0,0,,,1,0,1,1,0,,,,,,1,1,0,0,1,0,0,0,D,1,,,,,,,,,,5,1,5,1,1,1,,5,,,,,,,,,,,5,1,1,0,1,1
9717,2010,NY,0,1,2,,0,,2,3,2,9,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,5,3,5,1,1,1,,2,3,3,0,1,M
9718,2010,NY,0,1,1,,0,,5,1,2,12,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,0,0,0,0,0,D,,,,,,,,,,,5,5,1,1,1,,5,,,,,,,,,,,4,1,3,0,1,M
9719,2010,NY,0,1,2,,0,,5,2,1,11,0,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,M,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,M,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,5,5,5,1,1,,5,1,1,0,1,M
9720,2010,NY,0,1,2,,1,1,4,6,2,13,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,1,1,0,0,0,,,,,,,,,,,4,3,1,1,1,,3,,,,,,,,,,,4,1,1,1,1,M
9721,2010,NY,0,1,2,,0,,5,6,2,15,0,0,0,0,0,0,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,4,5,2,4,1,1,1,,2,2,4,0,1,M
9722,2010,NY,0,1,2,,0,,3,2,2,4,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,4,4,1,1,1,,3,2,2,0,1,M
9723,2010,NY,0,1,5,,0,,1,7,2,8,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,M,0,0,0,,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,1,0,D,1,,,,,,,,,,,2,1,1,1,1,,2,,,,,,,,,,,5,1,1,0,1,M
9724,2010,NY,0,1,2,,0,,5,2,2,14,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,1,1,1,D,1,,,,,,,,,,,,,,,,,,,,,5,4,4,1,1,1,,2,3,3,1,1,M
9725,2010,NY,1,0,2,,1,1,2,5,1,5,0,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,0,0,0,0,1,1,0,0,,,,0,,,,,,0,1,0,0,1,1,1,1,1,1,2,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,1,0,1,1
9726,2010,NY,0,1,2,,1,1,4,2,2,9,0,1,0,1,0,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,4,2,1,1,3,1,2,4,2,0,1,1
9727,2010,NY,0,1,2,,0,,3,2,1,9,0,1,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,5,5,4,1,1,,4,2,1,0,1,M
9728,2010,NY,0,1,2,,1,2,4,2,2,8,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,3,5,3,1,1,,2,4,4,0,1,1
9729,2010,NY,1,1,2,,1,1,5,7,2,14,0,1,1,1,1,1,0,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,1,1,1,0,,,,0,,,,,,1,1,0,0,1,1,1,1,1,1,3,4,5,1,1,4,4,5,,,,,,,,,,,,,,,,,,,,4,3,1,0,1,1
9730,2010,NY,1,1,1,,1,1,4,6,1,8,0,0,1,0,0,1,0,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,1,0,,,,0,,,,,,0,0,D,0,1,1,1,1,0,1,4,3,4,1,4,1,4,3,,,,,,,,,,,,,,,,,,,,3,2,2,0,1,M
9731,2010,NY,0,1,2,,0,,6,4,2,12,0,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,5,5,5,1,1,,3,2,2,0,1,M
9732,2010,NY,0,1,1,,1,1,4,2,2,4,0,0,0,1,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,D,0,1,0,1,D,D,1,,,,,,,,,,,,,,,,,,,,,4,5,5,1,1,2,,2,3,3,0,1,1
9733,2010,NY,0,1,1,,0,,4,2,2,3,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,2,4,4,3,1,1,,5,1,1,0,1,M
9734,2010,NY,0,1,2,,0,,5,2,2,6,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,5,5,5,5,1,1,,2,4,2,0,1,M
9735,2010,NY,0,1,2,,0,,2,2,2,14,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,M,0,0,0,0,1,,0,0,1,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,3,3,1,1,1,,2,,,,,,,,,,,4,1,2,1,1,M
9736,2010,NY,0,1,2,,0,,3,4,2,12,0,0,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,5,4,3,4,1,1,3,,4,1,1,0,1,M
9737,2010,NY,0,1,3,,0,,5,2,1,10,0,1,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,,0,0,1,1,,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,D,1,,,,,,,,,,,,,,,,,,,,,1,4,3,1,1,1,,3,4,2,0,1,M
9738,2010,NY,0,1,2,,0,,4,2,1,2,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,4,4,4,1,1,,3,2,2,0,1,M
9739,2010,NY,0,1,2,,0,,2,2,2,2,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
9740,2010,NY,0,1,2,,0,,5,6,2,13,0,1,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,5,5,5,1,1,4,,4,2,2,0,1,M
9741,2010,NY,0,1,2,,0,,5,2,2,6,M,1,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,5,5,4,1,1,,4,2,1,0,1,M
