CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
70,2012,AK,0,1,2,,0,,7,6,2,13,0,1,0,0,1,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,,1,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,D,1,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,2,5,2,0,1,M
71,2012,AK,0,1,2,,0,,6,4,2,14,0,0,0,0,0,0,0,,,1,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
72,2012,AK,1,1,2,,0,,7,3,2,14,0,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,0,1,1,0,0,1,1,0,1,1,0,,,,,,,,,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,0,1,1
73,2012,AK,0,1,2,,0,,7,2,2,13,0,0,0,0,0,0,0,,,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,1,0,0,0,,,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,1,1,,,,,,,,,3,2,2,,,,,4,1,1,1,1,M
74,2012,AK,0,1,2,,0,,0,2,1,16,1,0,0,0,0,0,0,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,0,0,,,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,1,1,1,1,1,1,,,,,,,,,1,1,2,2,1,1,1,,1,,,,,,,,,,,5,1,1,0,1,1
75,2012,AK,0,1,2,,0,,3,2,1,15,1,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,1,1,2,2,1,1,1,,2,,,,,,,,,,,3,3,3,0,1,1
76,2012,AK,1,1,6,1,0,,7,7,2,15,0,1,1,0,1,1,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,,,0,0,0,0,0,,,0,,,,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,2,4,1,1,1,,2,5,1,0,M,1
77,2012,AK,0,1,2,,0,,7,2,2,12,0,0,0,0,0,0,0,,,2,0,,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,2,2,2,3,1,1,1,,2,4,1,0,1,M
78,2012,AK,0,1,4,,1,1,7,2,2,12,0,0,0,0,1,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,,1,5,1,0,1,M
79,2012,AK,0,1,2,,0,,4,2,2,5,0,0,0,0,0,0,0,,,M,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,,,,,,,,,1,1,2,1,1,1,1,,1,1,1,1,1,2,2,1,1,1,,1,5,1,0,1,1
80,2012,AK,0,1,5,,0,,7,3,2,10,0,0,0,0,0,0,0,,,3,0,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,,1,5,1,0,1,1
81,2012,AK,0,1,2,,0,,7,2,2,10,0,0,0,0,0,0,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,D,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,4,1,0,1,M
82,2012,AK,0,1,2,,0,,7,2,2,11,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,2,2,4,0,1,M
83,2012,AK,0,1,2,,0,,2,5,1,11,0,0,0,0,0,0,0,,,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,0,1,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,1
84,2012,AK,0,1,2,,0,,7,5,2,15,0,0,M,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,1,0,1,0,,,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,1,3,1,2,1,1,1,,1,1,1,1,2,3,3,1,1,1,,5,1,1,0,1,1
85,2012,AK,1,1,2,,0,,6,5,2,9,0,0,0,1,0,0,1,1,3,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,1,1,1,1,0,,,0,,,,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,5,1,2,0,1,1
86,2012,AK,1,1,4,,1,1,6,7,2,13,0,1,1,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,2,1,1,1,1,1,,1,1,3,1,2,1,1,1,,2,1,1,1,1,4,4,1,1,1,,4,4,1,0,1,1
87,2012,AK,0,1,2,,0,,4,2,2,2,0,0,0,0,0,0,0,,,1,M,,M,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,0,M,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,2,3,2,1,1,,1,5,1,0,1,1
88,2012,AK,0,1,2,,0,,4,3,2,15,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,1,1,1,,3,3,2,0,1,1
89,2012,AK,0,1,5,,0,,3,1,1,3,0,0,0,0,0,0,0,,,1,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,,,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,,,,,,,,,1,1,2,2,1,1,1,,2,1,1,1,2,2,2,1,1,1,,1,5,1,0,1,1
90,2012,AK,0,1,4,,0,,7,3,2,16,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,4,1,1,,1,5,1,0,1,M
91,2012,AK,1,1,2,,0,,2,3,2,15,0,0,M,0,0,0,0,,,3,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,,0,0,1,0,1,0,,,1,1,0,1,0,,,,,,1,0,1,0,1,0,0,0,1,1,D,,,,,,,,,3,1,2,3,1,1,1,,1,,,,,,,,,,,1,5,2,0,1,1
92,2012,AK,0,1,2,,0,,5,1,2,9,0,0,M,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,5,1,1,,5,1,1,0,1,1
93,2012,AK,0,1,2,,0,,6,5,2,12,0,0,0,0,0,0,0,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,1,1,1,,1,4,4,1,1,M
94,2012,AK,1,1,5,,0,,4,6,1,11,0,0,0,0,0,0,0,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,1,0,0,1,1,1,1,1,0,1,1,1,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,M,M
95,2012,AK,0,1,2,,0,,6,6,2,13,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,1,1,D,,,,,,,,,1,1,3,3,1,1,1,,3,,,,,,,,,,,2,4,1,0,1,1
96,2012,AL,0,1,2,,0,,3,0,2,5,0,0,0,0,0,0,0,,,M,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,,4,1,2,0,1,1
97,2012,AL,0,1,2,,0,,5,1,2,12,0,0,0,0,1,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,4,5,4,5,4,1,1,,2,2,4,0,1,1
98,2012,AL,1,1,2,,1,1,4,7,2,5,0,1,0,0,1,1,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,,0,,0,0,1,1,1,1,0,,,,1,1,0,1,1,1,0,0,0,0,1,0,0,D,1,1,D,2,1,1,1,1,1,,1,,,,,,,,,,2,1,3,1,1,2,1,1,1,,2,2,4,0,1,1
99,2012,AL,0,1,3,,0,,3,1,1,2,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,D,1,D,D,D,D,,,,,,,,,,,,,,,,,,1,1,1,4,3,4,1,1,1,,3,3,2,0,1,M
100,2012,AL,0,1,1,,0,,5,3,1,8,0,0,0,1,0,0,1,1,3,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,4,1,1,1,4,1,4,1,4,1,1,5,0,1,1
101,2012,AL,1,1,1,,0,,4,3,2,7,1,1,0,0,1,1,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,1,0,0,1,D,D,1,1,1,D,,,,,,,,,5,5,1,5,3,1,1,,5,,,,,,,,,,,5,1,2,0,1,1
102,2012,AL,0,1,2,,0,,5,3,2,11,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,,0,1,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,0,0,1,0,1,1,1,1,0,,,,,,,,,1,2,2,2,3,1,1,,2,,,,,,,,,,,1,1,5,0,1,M
103,2012,AL,0,1,2,,0,,5,1,2,9,0,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,4,1,1,,4,2,2,0,1,M
104,2012,AL,0,1,2,,0,,5,1,2,6,0,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,4,1,1,,5,1,2,0,1,M
105,2012,AL,0,1,2,,0,,5,2,2,7,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,2,4,1,1,1,,2,3,4,0,1,M
106,2012,AL,0,1,2,,0,,2,1,1,10,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,1,1,1,0,1,0,1,0,1,1,0,,,,,,,,,1,3,1,2,1,1,1,,1,,,,,,,,,,,5,1,1,0,1,M
107,2012,AL,0,1,1,,0,,1,2,2,2,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
108,2012,AL,0,1,1,,0,,3,2,2,4,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,1,2,3,1,1,,2,4,4,0,1,1
109,2012,AL,0,1,2,,0,,5,1,2,8,0,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,5,1,1,,2,1,4,0,1,M
110,2012,AL,0,1,2,,0,,6,2,2,10,0,1,1,0,0,0,0,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,,,,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,1,3,1,1,1,,2,3,3,0,1,M
111,2012,AL,0,1,2,,0,,6,2,2,5,0,1,1,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,2,3,3,0,1,M
112,2012,AL,0,1,2,,0,,5,2,2,5,0,1,1,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,2,3,3,0,1,M
113,2012,AL,0,1,1,,0,,1,3,2,4,0,0,0,1,0,0,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,1,2,1,1,5,0,1,1
114,2012,AL,0,1,1,,0,,3,2,2,10,0,0,0,1,0,0,1,1,3,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
115,2012,AL,1,1,1,,0,,3,5,2,5,0,0,0,1,0,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
116,2012,AL,1,1,1,,0,,3,3,2,11,0,0,0,1,1,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1
117,2012,AL,0,1,1,,1,2,3,6,2,7,0,0,0,0,1,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,D,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,,1,4,4,0,1,1
118,2012,AL,0,1,2,,0,,3,3,2,17,1,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,M,M,0,1,,,,,,,,,,0,,,1,0,0,1,0,,,,,,0,1,1,0,0,0,1,0,0,0,0,,,,,,,,,1,1,4,4,1,1,1,,2,,,,,,,,,,,2,2,4,0,1,M
119,2012,AL,0,1,1,,0,,2,2,2,2,0,0,0,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,1,3,3,1,1,,4,2,1,0,1,1
120,2012,AL,0,1,2,,0,,6,2,2,6,0,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,3,2,3,1,1,1,,2,5,2,0,1,M
121,2012,AL,0,1,2,,0,,4,2,2,4,0,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,3,1,1,,1,2,5,0,1,M
122,2012,AL,0,1,1,,0,,2,2,2,4,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,2,1,1,,4,1,2,0,1,1
123,2012,AL,0,1,1,,0,,4,2,2,3,0,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,2,1,1,,5,1,2,0,1,1
124,2012,AL,0,1,2,,0,,3,3,1,8,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,,0,0,,,1,0,1,1,0,,,,,,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,1,3,3,4,1,1,1,,4,,,,,,,,,,,2,1,4,0,1,M
125,2012,AL,0,1,1,,0,,4,3,1,4,0,0,0,1,0,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
126,2012,AL,0,1,2,,0,,6,2,2,12,0,1,1,0,0,0,0,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,3,1,1,1,1,1,,1,5,3,0,1,M
127,2012,AL,0,1,2,,0,,3,1,2,6,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,5,2,3,1,1,1,,2,4,4,0,1,M
128,2012,AL,0,1,2,,0,,3,3,2,6,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,1,M
129,2012,AL,0,1,2,,0,,5,1,2,4,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,1,2,3,1,1,,4,2,1,0,1,M
130,2012,AL,0,1,2,,0,,5,2,2,9,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,1,1,1,,2,1,5,0,1,M
131,2012,AL,1,1,6,1,1,1,6,7,2,13,0,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,,,0,1,0,0,0,,,1,0,1,1,1,1,0,0,1,0,D,1,0,0,1,D,D,D,1,1,0,,,,,,,,,1,4,5,5,1,1,1,,1,3,1,1,3,1,2,1,1,1,,5,1,1,0,M,1
132,2012,AL,0,1,2,,0,,4,5,1,6,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,3,3,0,1,1
133,2012,AL,0,1,2,,0,,3,1,1,6,0,0,0,0,0,0,0,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,4,3,3,1,1,1,,2,4,4,0,1,M
134,2012,AL,0,1,1,,0,,6,7,2,14,0,1,1,1,1,1,1,1,3,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,1,1,0,1,0,0,0,0,1,0,1,0,D,0,0,,,,,,,,,,,,,,,,,,1,4,1,1,1,4,1,4,1,4,1,1,5,0,1,1
135,2012,AL,0,1,2,,0,,2,2,2,6,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,1,1,3,3,1,1,1,,2,1,1,1,1,1,1,1,1,1,,4,1,2,0,1,M
136,2012,AL,0,1,2,,0,,7,7,2,14,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,3,5,5,1,1,1,,5,1,1,0,1,1
137,2012,AL,0,1,1,,0,,3,2,2,3,0,0,M,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,,5,1,2,0,1,1
138,2012,AL,1,1,1,,0,,4,4,2,11,0,0,0,1,1,0,1,1,3,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
