CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
7143,2012,MI,0,1,1,,1,2,3,2,2,4,0,0,M,1,1,0,0,,,5,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,0,,,,,,0,0,1,0,1,1,1,D,1,1,D,1,5,5,5,1,1,,1,,,,,,,,,,,,,,,,,,,,2,4,4,0,1,1
7144,2012,MI,1,1,2,,0,,3,3,2,9,0,0,0,0,1,1,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,1,,0,0,0,,,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,1,1,M
7145,2012,MI,1,1,2,,0,,5,3,2,11,0,1,0,0,0,0,0,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,1,1,0,1,0,,,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,,,,,,,,,1,1,3,4,1,1,1,,3,1,1,1,1,1,1,1,1,1,,2,2,4,0,1,1
7146,2012,MI,0,1,1,,0,,5,1,1,4,0,1,0,0,0,0,0,,,1,0,,0,1,1,0,0,M,0,0,M,M,M,M,M,M,M,M,M,M,M,M,M,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,1,5,3,0,1,1
7147,2012,MI,0,1,1,,0,,4,0,2,3,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,D,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,1,5,4,0,1,1
7148,2012,MI,0,1,2,,0,,3,6,2,15,0,0,M,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,1,0,,,1,0,1,1,0,,,,,,1,0,1,0,1,0,1,1,0,1,D,,,,,,,,,1,3,2,4,1,1,1,,5,,,,,,,,,,,1,4,4,1,1,1
7149,2012,MI,0,1,1,,0,,5,0,0,4,0,1,0,0,1,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
7150,2012,MI,0,1,2,,0,,3,0,2,1,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,3,4,2,0,1,1
7151,2012,MI,0,1,2,,0,,6,0,2,7,0,0,0,0,0,0,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,0,1,1,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,2,3,4,0,1,M
7152,2012,MI,1,1,1,,0,,4,4,2,6,0,0,0,1,0,0,1,1,3,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,2,3,1,1,1,3,1,3,1,3,2,1,4,0,1,1
7153,2012,MI,0,1,2,,0,,3,0,2,2,0,0,0,0,0,0,0,,,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,3,4,1,1,1,,4,2,1,0,1,1
7154,2012,MI,1,1,1,,0,,6,2,2,8,0,1,M,0,1,0,0,,,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,1,0,0,0,1,1,1,1,0,1,1,1,D,0,1,D,,,,,,,,,,,,,,,,,,5,1,1,1,5,5,1,1,4,,2,4,4,0,1,1
7155,2012,MI,0,1,2,,0,,5,3,2,9,0,0,0,0,0,0,0,,,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,1,1,1,,3,2,2,0,1,1
7156,2012,MI,0,1,1,,0,,4,1,1,5,0,0,0,0,0,0,0,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,M,0,,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,5,1,0,1,M
7157,2012,MI,0,1,1,,0,,4,0,1,2,0,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,,2,5,3,0,M,1
7158,2012,MI,0,1,2,,1,1,4,0,2,2,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,1,5,1,0,1,1
7159,2012,MI,0,1,1,,0,,6,0,2,4,0,0,1,0,0,0,0,,,1,0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,4,1,1,,2,4,2,0,1,1
7160,2012,MI,0,1,2,,0,,5,2,2,7,0,0,0,0,1,0,0,,,1,0,,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,3,3,3,1,2,,1,5,4,0,1,1
7161,2012,MI,0,1,2,,0,,6,0,2,5,0,0,M,0,0,0,0,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,1,1,D,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,4,1,1,,2,4,3,0,1,M
7162,2012,MI,0,1,1,,0,,5,0,1,8,0,0,0,0,0,0,0,,,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,,4,2,2,0,1,1
7163,2012,MI,0,1,1,,0,,4,0,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,3,1,1,,3,4,2,0,1,1
7164,2012,MI,0,1,1,,0,,6,1,1,6,0,0,0,0,0,0,0,,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,2,1,1,,3,1,4,0,1,1
7165,2012,MI,0,1,2,,0,,1,2,1,9,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,1,1,4,3,1,1,1,,4,,,,,,,,,,,2,1,5,1,1,1
7166,2012,MI,0,1,2,,0,,4,2,2,14,0,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,,0,0,0,0,0,0,,,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,D,,,,,,,,,,5,5,5,,,,,,,,4,4,3,4,,,,,1,4,5,1,1,1
7167,2012,MI,0,1,1,,0,,5,2,2,4,0,0,0,0,0,0,0,,,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
7168,2012,MI,0,1,2,,0,,6,2,2,5,0,0,0,0,1,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,1,1,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,2,1,1,,4,2,2,0,1,1
7169,2012,MI,0,1,4,,0,,7,0,2,13,0,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,3,1,1,,1,2,5,0,1,1
7170,2012,MI,0,1,2,,0,,4,3,2,14,1,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,,0,0,1,0,0,0,,,1,0,0,1,0,,,,,,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,2,3,3,1,1,M
7171,2012,MI,0,1,2,,0,,2,2,2,3,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,4,3,4,5,1,1,,5,1,1,0,1,M
7172,2012,MI,0,1,4,,1,1,4,0,0,2,0,0,M,0,0,0,0,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,2,1,1,,4,1,1,0,1,1
7173,2012,MI,0,1,1,,0,,2,2,1,1,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,2,3,3,0,1,M
7174,2012,MI,0,1,1,,0,,5,2,2,3,0,0,0,0,0,0,0,,,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,0,0,0,0,0,0,,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,5,1,0,1,M
7175,2012,MI,0,1,2,,0,,5,5,2,8,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,1,5,2,0,1,1
7176,2012,MI,0,1,1,,0,,4,2,1,5,0,0,0,0,0,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,2,5,2,0,1,1
7177,2012,MI,0,1,2,,0,,7,5,2,17,1,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,,,0,1,0,1,0,,,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,D,,,,,,,,,1,4,4,5,1,1,1,,5,1,1,2,1,1,1,1,1,1,,2,1,4,1,1,1
7178,2012,MI,0,1,5,,0,,5,2,2,14,0,0,0,0,0,0,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,4,1,1,,4,2,2,0,1,1
7179,2012,MI,0,1,2,,0,,6,1,2,14,1,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,,,,0,0,0,1,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,1,1,3,2,1,1,1,,4,,,,,,,,,,,4,2,1,0,1,1
7180,2012,MI,1,1,1,,0,,3,6,2,9,0,0,0,1,1,1,1,1,3,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,0,,,0,,,,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,4,5,1,1,1,5,1,5,4,5,1,1,5,0,1,1
7181,2012,MI,0,1,2,,0,,5,1,2,4,0,0,0,0,0,0,0,,,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,4,2,1,0,1,1
7182,2012,MI,0,1,2,,0,,3,2,2,6,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,4,2,2,0,1,1
7183,2012,MI,0,1,1,,0,,6,2,2,8,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,4,4,2,1,1,,1,4,4,0,1,1
7184,2012,MI,0,1,1,,0,,4,1,2,2,0,0,0,0,0,0,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,1,1,1,,2,4,2,0,1,M
7185,2012,MI,0,1,1,,0,,2,7,2,7,0,0,0,1,0,0,1,1,1,1,0,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,,1,1,1,0,0,,,0,,,,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,D,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
7186,2012,MI,0,1,2,,0,,6,2,2,10,0,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,,,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,,5,1,1,0,1,1
7187,2012,MI,0,1,1,,0,,5,2,2,12,0,0,M,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,5,4,5,,,,,4,2,2,0,1,1
7188,2012,MI,0,1,2,,0,,4,3,2,11,1,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,1,1,2,2,1,1,1,,2,,,,,,,,,,,4,2,2,0,1,1
7189,2012,MI,0,1,1,,0,,2,2,2,2,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,4,1,1,,1,5,3,0,1,M
7190,2012,MI,0,1,1,,0,,5,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,,0,0,1,,1,,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
7191,2012,MI,0,1,1,,0,,3,0,2,4,0,0,0,0,0,0,0,,,1,0,,1,1,M,0,0,0,0,0,M,M,M,M,M,M,M,M,1,M,M,M,M,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,2,1,1,,2,4,2,0,1,1
7192,2012,MI,1,1,1,,0,,5,2,2,0,0,1,0,0,1,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,D,,,,,,,,,,,,,,,,,,2,1,1,3,5,5,5,1,1,,2,3,3,0,1,1
7193,2012,MI,0,1,4,,0,,5,1,1,8,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,3,1,1,,3,3,2,0,1,1
7194,2012,MI,0,1,2,,0,,4,0,2,13,0,0,0,0,0,0,0,,,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,1,0,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,3,1,1,,2,5,2,0,1,M
7195,2012,MI,1,1,1,,0,,4,5,2,11,0,0,0,1,1,0,1,1,3,3,0,,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,,0,0,1,0,0,0,,,0,,,,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,D,,,,,,,,,,,,,,,,,,5,5,1,1,1,5,1,5,3,5,1,1,5,0,1,1
7196,2012,MI,0,1,2,,0,,6,6,2,14,0,1,1,1,1,1,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,1,1,0,0,,,0,,,,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,D,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,1,2,1,1,5,0,1,1
7197,2012,MI,0,1,1,,0,,5,0,2,1,0,0,M,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,1
7198,2012,MI,0,1,1,,0,,1,2,0,1,0,0,0,0,0,0,0,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,,,,,,,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,2,1,1,,1,5,4,0,1,M
7199,2012,MI,0,1,2,,0,,6,2,2,8,0,0,M,0,0,0,0,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,0,0,,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,D,,,,,,,,,,,,,,,,,,,,,5,4,5,,,,,1,4,5,0,1,1
7200,2012,MI,1,1,1,,0,,7,6,2,2,0,1,1,0,1,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,4,1,1,1,1,3,1,1,3,,2,4,4,0,M,M
7201,2012,MI,0,1,1,,0,,5,1,2,4,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,3,3,0,M,M
7202,2012,MI,0,1,1,,0,,6,2,2,8,0,0,0,0,0,0,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,4,4,0,1,M
7203,2012,MI,0,1,2,,1,2,3,2,1,3,0,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,1,0,1,D,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,1,4,4,0,1,1
7204,2012,MI,0,1,2,,0,,3,0,2,4,0,0,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,M,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,2,1,1,,2,4,2,0,1,1
7205,2012,MI,1,1,6,1,1,1,7,5,2,15,0,1,0,1,1,1,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,,1,0,1,0,1,0,,,0,,,,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,1,1,3,,2,5,1,0,M,1
7206,2012,MI,0,1,2,,1,1,5,0,2,2,0,0,0,0,1,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,1,1,1,,1,5,2,0,1,M
7207,2012,MI,0,1,2,,0,,5,2,2,15,0,1,1,0,1,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,3,4,0,M,1
7208,2012,MI,0,1,2,,0,,7,0,2,5,0,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,1,2,0,1,M
7209,2012,MI,1,1,2,,0,,6,2,2,12,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,1,1,0,1,0,,,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,1,2,1,1,1,1,1,,1,1,1,1,1,5,4,1,1,1,,3,4,1,0,1,1
7210,2012,MI,0,1,1,,0,,5,0,1,6,0,0,M,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,1,M
