CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,OTHER_SRVC,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC126,SRVC127,SRVC128,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIVIVNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCVIVNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPVIVNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
60,2013,AK,0,1,2,,1,1,7,5,2,12,0,0,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,0,1,1,1,0,1,0,,,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,2,2,2,1,1,1,,1,5,3,0,1,1
61,2013,AK,0,1,1,,0,,6,2,2,2,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,4,5,1,1,1,1,,4,2,1,0,1,M
62,2013,AK,0,1,4,,0,,6,0,2,13,0,0,0,0,0,0,0,0,,,3,0,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,0,1,M
63,2013,AK,1,1,1,,0,,6,2,2,7,0,1,1,1,0,1,0,0,,,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,,,0,,,,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,5,1,1,1,3,1,1,5,1,,3,4,1,0,1,M
64,2013,AK,0,1,2,,0,,4,2,2,11,0,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,1,0,0,1,1,1,1,0,,,1,0,0,1,0,,,,,,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,1,1,5,5,1,1,1,1,,5,,,,,,,,,,,,4,1,2,0,M,M
65,2013,AK,0,1,2,,0,,6,2,2,6,0,0,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,3,4,1,1,1,1,,1,5,1,0,1,M
66,2013,AK,0,1,6,1,0,,6,0,2,11,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,1,1,1,1,0,1,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,3,4,1,0,M,M
67,2013,AK,0,1,6,1,0,,7,7,2,11,0,0,1,1,0,1,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,0,0,0,1,0,0,0,,,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,2,2,1,1,1,1,,1,1,1,3,3,2,3,1,1,1,1,,4,1,2,0,M,1
68,2013,AK,0,1,1,,0,,6,1,2,12,0,3,0,0,0,0,0,0,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,2,1,1,1,1,,2,3,3,0,1,1
69,2013,AK,0,1,6,2,1,1,5,5,1,3,0,3,1,1,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,5,1,0,M,1
70,2013,AK,0,1,1,,0,,5,2,2,6,0,2,1,1,0,1,0,0,,,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,M,0,0,0,1,1,1,1,1,0,1,0,,,0,,,,1,0,1,0,1,1,0,0,0,0,1,0,D,0,1,1,D,,,,,,,,,,,,,,,,,,,,1,5,1,1,1,3,1,1,5,1,,1,2,5,0,1,M
71,2013,AK,0,1,2,,0,,7,6,2,13,0,1,1,0,0,1,0,0,,,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,D,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,1
72,2013,AK,0,1,2,,0,,7,2,2,13,0,0,0,0,0,0,0,0,,,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,,,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,5,4,5,1,1,1,,3,2,2,1,1,M
73,2013,AK,0,1,2,,0,,0,2,1,17,1,0,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,1,0,0,0,0,0,1,1,0,1,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,3,1,4,0,1,1
74,2013,AK,0,1,2,,0,,7,2,1,16,1,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,1,0,1,0,0,0,1,1,0,1,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,1,1,2,2,1,1,1,1,,2,,,,,,,,,,,,5,1,1,0,1,1
75,2013,AK,1,1,6,1,0,,7,7,2,15,0,0,1,1,0,1,1,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,0,0,0,1,0,0,0,,,0,,,,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,3,4,1,1,1,1,,4,3,1,0,M,1
76,2013,AK,0,1,2,,0,,7,2,2,14,0,2,0,0,0,0,0,0,,,3,0,,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,2,2,1,1,1,1,,4,1,2,0,1,M
77,2013,AK,0,1,4,,1,1,7,2,2,13,0,3,0,0,0,1,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,5,2,1,0,1,M
78,2013,AK,0,1,2,,0,,4,2,2,8,0,0,0,0,0,0,0,0,,,M,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,,,,,,,,,,1,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,1
79,2013,AK,0,1,2,,0,,7,4,2,9,0,0,0,0,0,0,0,0,,,1,0,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,2,5,1,0,M,1
80,2013,AK,0,1,2,,0,,7,2,2,10,0,3,0,0,0,0,0,0,,,M,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,D,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,1,1,1,,3,4,1,0,1,M
81,2013,AK,0,1,2,,0,,7,2,2,11,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,1,1,,2,5,1,0,1,M
82,2013,AK,0,1,2,,0,,5,5,1,12,0,0,0,0,0,0,0,0,,,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,2,5,1,0,1,1
83,2013,AK,0,1,2,,0,,7,5,2,15,0,0,0,0,0,0,0,0,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,M,1,M,1,0,0,0,0,0,1,1,0,0,0,,,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,1,1,2,2,1,1,1,1,,1,1,1,1,2,3,3,1,1,1,1,,4,1,2,0,1,1
84,2013,AK,1,1,2,,0,,6,5,2,10,0,0,0,0,1,0,0,1,1,3,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,0,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,5,1,1,0,1,1
85,2013,AK,1,1,4,,1,1,6,7,2,14,0,0,1,1,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,3,1,2,1,1,1,1,,2,1,1,1,2,4,4,1,1,1,1,,2,4,1,0,1,1
86,2013,AK,0,1,2,,0,,5,2,2,3,0,0,0,1,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,3,4,3,1,1,1,,4,2,1,0,1,1
87,2013,AK,0,1,2,,0,,4,3,2,11,0,0,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,4,1,1,1,1,,1,5,4,0,1,1
88,2013,AK,0,1,5,,0,,3,1,1,3,0,0,0,0,0,0,0,0,,,3,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,1,0,,,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,,,,,,,,,,1,1,2,2,1,1,1,1,,2,1,1,1,1,2,2,1,1,1,1,,2,5,1,0,1,1
89,2013,AK,0,1,4,,0,,7,0,2,16,0,1,0,0,0,0,0,0,,,3,0,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,,2,5,1,0,1,M
90,2013,AK,1,1,2,,0,,2,3,2,15,0,0,0,0,0,0,0,0,,,4,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,1,0,,,1,1,0,1,0,,,,,,1,0,1,0,1,0,0,0,1,1,D,,,,,,,,,,3,1,2,3,1,1,1,1,,1,,,,,,,,,,,,2,4,2,1,1,1
91,2013,AK,0,1,2,,0,,6,1,2,9,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,5,1,1,1,,5,1,1,0,1,1
92,2013,AK,0,1,2,,0,,6,5,2,12,0,0,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,1,,2,1,4,1,1,M
93,2013,AK,0,1,2,,0,,6,6,2,13,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,1,1,1,0,0,1,1,1,1,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,1,1,D,,,,,,,,,,1,1,3,3,1,1,1,1,,3,,,,,,,,,,,,3,4,2,0,1,1
94,2013,AL,0,1,2,,0,,3,0,2,7,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,1,,4,2,1,0,1,1
95,2013,AL,0,1,2,,0,,6,1,2,13,0,0,0,0,0,1,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,3,5,4,5,5,1,1,1,,4,2,2,0,1,1
96,2013,AL,1,1,2,,1,1,5,7,2,9,0,0,1,1,0,1,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,M,0,0,0,0,0,0,0,0,0,1,0,,,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,D,,,,,,,,,,1,2,1,1,1,1,3,2,,1,1,1,4,1,1,2,1,1,1,2,,5,1,1,0,1,1
97,2013,AL,0,1,2,,0,,6,2,1,9,0,0,0,0,0,0,0,0,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,D,1,D,D,D,D,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,1,,2,2,4,0,1,M
98,2013,AL,0,1,1,,0,,5,3,1,9,0,0,0,0,1,0,0,1,1,1,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,4,1,1,1,4,1,4,1,1,4,1,1,5,0,1,1
99,2013,AL,1,1,1,,0,,4,3,2,6,0,0,1,1,0,1,1,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,1,0,0,1,D,D,1,1,1,D,,,,,,,,,,5,3,1,5,3,1,5,1,,5,,,,,,,,,,,,5,1,1,0,1,1
100,2013,AL,0,1,6,1,1,3,7,2,2,4,0,0,0,0,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,1,2,1,1,4,4,1,1,2,1,,2,5,1,0,M,1
101,2013,AL,0,1,2,,0,,5,3,2,12,0,0,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,0,0,0,0,0,0,1,1,0,0,0,,,1,0,1,1,0,,,,,,1,1,0,0,1,0,1,1,1,1,0,,,,,,,,,,1,2,1,2,3,1,1,1,,2,,,,,,,,,,,,4,1,4,0,1,M
102,2013,AL,0,1,2,,0,,5,1,2,9,0,0,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,0,0,1,0,0,0,0,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,0,1,M
103,2013,AL,0,1,2,,0,,5,3,2,7,0,0,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,4,4,5,1,1,1,,2,2,4,0,1,M
104,2013,AL,0,1,2,,0,,2,1,1,10,0,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,1,1,1,0,1,0,1,0,1,1,0,,,,,,,,,,1,3,1,2,1,1,1,1,,1,,,,,,,,,,,,5,1,1,0,1,M
105,2013,AL,0,1,1,,0,,1,2,2,2,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
106,2013,AL,0,1,1,,0,,3,2,2,4,0,0,M,M,M,M,M,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,M,M,M,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,2,1,1,1,,2,4,4,0,1,1
107,2013,AL,0,1,2,,0,,5,1,2,8,0,0,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,0,0,1,0,0,0,0,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,0,1,M
108,2013,AL,0,1,2,,0,,6,3,2,13,0,0,1,1,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,3,1,1,1,1,,2,3,3,0,1,M
109,2013,AL,0,1,2,,0,,6,2,2,7,0,0,1,1,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,1,,4,2,1,0,1,M
110,2013,AL,0,1,2,,0,,6,2,2,8,0,0,1,1,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,4,1,3,0,1,M
111,2013,AL,0,1,1,,0,,1,3,2,4,0,0,0,0,1,0,0,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,1,1,2,1,1,5,0,1,1
112,2013,AL,0,1,1,,0,,3,2,2,10,0,0,0,0,1,0,0,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,1,1,1,1,0,1,1,1,1,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,1,3,1,1,5,0,1,1
113,2013,AL,0,1,2,,0,,1,1,1,1,0,0,0,0,0,0,0,0,,,2,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,M
114,2013,AL,1,1,1,,0,,3,5,2,10,0,0,0,0,1,0,0,1,1,3,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,M,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,4,3,1,1,1,3,1,3,1,1,3,1,1,5,0,1,1
115,2013,AL,1,1,1,,0,,3,3,2,11,0,0,0,0,1,1,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1
116,2013,AL,1,1,1,,1,2,7,6,2,7,0,0,1,1,0,1,1,0,0,3,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,5,1,4,1,5,1,1,5,1,,2,1,4,0,1,1
117,2013,AL,0,1,2,,0,,3,3,2,17,1,0,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,D,0,0,0,1,0,0,0,0,,,,,,,,,,1,1,4,3,1,1,1,1,,4,,,,,,,,,,,,4,1,3,0,1,M
118,2013,AL,0,1,1,,0,,2,2,2,2,0,0,0,1,0,1,0,0,0,2,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,5,1,3,3,1,2,3,,4,1,2,0,1,1
119,2013,AL,0,1,2,,0,,6,2,2,7,0,0,0,0,0,0,0,0,,,M,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,1,,3,2,4,0,1,M
120,2013,AL,0,1,2,,0,,4,2,2,5,0,0,0,0,0,0,0,0,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,3,1,1,1,,3,2,3,0,1,M
121,2013,AL,0,1,1,,0,,2,2,2,4,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,1,,1,3,5,0,1,1
122,2013,AL,1,1,1,,0,,4,2,2,2,0,0,0,1,0,1,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,3,1,1,1,,5,1,1,0,1,1
