CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,OTHER_SRVC,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC126,SRVC127,SRVC128,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIVIVNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCVIVNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPVIVNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
4917,2013,IL,0,1,4,,1,1,5,7,1,16,0,0,0,0,0,1,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,4,3,4,1,1,4,1,,4,1,2,0,1,1
4918,2013,IL,0,1,2,,1,3,7,5,2,15,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,1,,4,1,1,0,1,M
4919,2013,IL,0,1,1,,0,,2,3,2,6,0,0,0,0,0,0,0,0,,,M,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,1,5,1,0,1,M
4920,2013,IL,1,1,2,,1,1,3,7,2,0,0,0,0,0,0,1,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,1,3,1,2,3,1,1,1,,4,1,1,3,4,3,4,4,1,1,1,,4,1,1,0,1,1
4921,2013,IL,1,0,2,,0,,3,2,2,7,0,0,0,0,0,1,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,1,1,1,0,1,0,1,0,1,1,0,,,,,,,,,,2,1,1,1,1,1,1,1,,1,,,,,,,,,,,,1,4,4,0,1,1
4922,2013,IL,1,1,4,,0,,2,4,2,10,0,0,0,0,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,1,4,1,3,1,1,3,1,,3,,,,,,,,,,,,2,4,4,0,1,1
4923,2013,IL,0,1,2,,0,,5,7,2,10,0,0,0,0,0,1,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,1,1,0,1,0,,,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,D,,,,,,,,,,1,5,1,4,1,1,1,1,,4,1,1,1,4,5,5,1,1,1,1,,3,2,4,0,1,1
4924,2013,IL,1,1,2,,0,,6,2,2,15,0,0,0,0,1,0,0,1,0,3,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,3,1,1,3,1,1,1,1,1,1,1,1,1,5,0,1,1
4925,2013,IL,0,1,2,,0,,6,5,2,11,0,0,0,0,1,0,0,1,0,1,2,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,2,1,2,4,4,5,2,1,1,2,4,2,1,0,1,1
4926,2013,IL,0,1,2,,0,,6,3,2,10,0,0,0,0,0,1,0,0,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,5,5,3,1,1,1,,3,4,2,0,1,1
4927,2013,IL,0,1,2,,0,,7,7,2,12,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,1,1,1,0,,,0,,,,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,5,1,1,1,4,1,5,1,1,5,1,1,5,0,1,1
4928,2013,IL,1,1,2,,0,,7,7,2,11,0,0,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,3,4,1,4,1,1,1,1,,4,1,1,1,1,1,1,1,1,1,1,,3,2,3,1,1,1
4929,2013,IL,1,1,2,,0,,5,3,2,12,0,0,0,0,1,0,0,1,1,3,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,5,1,1,1,4,1,5,1,1,5,1,1,5,0,1,1
4930,2013,IL,1,1,6,1,1,1,5,7,2,14,0,0,1,1,1,1,0,1,1,3,2,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,0,0,1,0,0,0,0,0,1,0,,,0,,,,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,5,3,1,1,2,4,1,3,3,1,3,1,1,5,0,M,1
4931,2013,IL,1,1,6,1,1,1,7,7,2,16,0,0,1,1,0,1,0,0,0,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,,1,1,3,2,4,1,1,1,1,,4,1,1,2,4,2,4,1,1,1,1,,5,1,1,0,M,1
4932,2013,IL,1,1,6,1,1,1,7,7,2,17,0,1,1,1,1,1,0,1,0,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,D,1,1,D,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,3,1,2,1,2,5,4,1,1,1,4,2,1,5,3,0,M,1
4933,2013,IL,0,1,6,1,1,1,6,7,2,16,0,3,1,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,D,D,D,1,1,D,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,4,2,3,1,1,1,1,,4,2,2,0,1,1
4934,2013,IL,0,1,2,,1,1,5,7,2,7,0,0,0,0,0,1,D,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,1,1,0,0,0,0,0,1,1,0,D,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,1
4935,2013,IL,0,1,2,,0,,7,2,2,9,0,3,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,D,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,2,1,1,1,,4,2,1,0,1,M
4936,2013,IL,1,1,1,,1,1,6,7,2,11,0,0,1,1,1,1,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,,,,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,,,,,,,,,,,1,1,1,2,1,1,1,1,1,1,,2,5,1,0,1,1
4937,2013,IL,1,1,1,,1,2,4,7,2,13,0,0,1,0,1,1,1,1,0,2,2,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,,,,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,2,1,2,1,2,1,1,2,2,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,5,0,1,1
4938,2013,IL,0,1,2,,0,,6,4,2,10,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,4,4,1,1,1,,1,2,5,0,1,1
4939,2013,IL,1,1,2,,1,1,7,7,2,14,0,1,0,0,1,0,1,0,,,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,4,3,4,1,1,4,1,,5,1,2,1,1,1,1,4,1,,4,1,1,1,2,1,1,1,1,1,1,,3,3,2,0,1,1
4940,2013,IL,0,1,2,,0,,6,2,2,12,0,0,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,1,4,3,4,1,1,1,1,,4,1,1,1,1,5,5,1,1,1,1,,4,3,1,1,1,M
4941,2013,IL,0,1,2,,0,,6,3,2,10,0,1,0,0,0,0,0,0,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,3,5,5,5,1,1,1,,4,1,1,0,1,M
4942,2013,IL,0,1,2,,0,,6,1,2,12,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,,2,5,1,0,1,M
4943,2013,IL,0,1,2,,0,,6,3,1,7,0,0,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,5,1,1,1,,1,5,4,0,1,1
4944,2013,IL,0,1,2,,0,,6,2,2,10,0,0,1,0,0,0,0,0,,,2,1,0,1,1,0,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,3,5,5,4,1,1,1,,5,1,1,0,1,1
4945,2013,IL,0,1,2,,0,,7,2,2,12,0,3,0,0,0,0,0,0,,,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,2,1,1,1,,1,5,2,0,1,1
4946,2013,IL,0,1,2,,0,,5,3,2,6,0,1,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,1,,2,5,1,0,1,1
4947,2013,IL,0,1,2,,0,,4,4,2,6,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,1,0,,,,,,,,,,1,1,3,3,1,1,1,1,,3,,,,,,,,,,,,4,1,1,1,1,M
4948,2013,IL,0,1,4,,0,,6,1,1,5,0,0,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,M,M,M,M,M,M,M,M,M,M,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,,1,5,1,0,1,1
4949,2013,IL,1,1,2,,1,1,7,7,2,15,0,3,1,1,0,1,1,0,0,2,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,1,0,0,1,1,1,0,0,0,0,1,1,0,0,D,1,D,2,1,2,1,1,1,1,,3,,,,,,,,,,,1,1,2,1,1,2,1,1,1,1,,3,2,2,0,1,1
4950,2013,IL,0,1,4,,0,,7,1,2,5,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,2,1,1,1,,1,5,3,0,1,1
4951,2013,IL,0,1,2,,1,1,3,2,2,6,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,1,,5,2,1,0,1,1
4952,2013,IL,0,1,2,,0,,6,1,2,8,0,1,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,5,1,1,1,,2,3,4,0,1,M
4953,2013,IL,0,1,2,,0,,4,2,2,5,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,1,1,3,3,1,1,1,1,,4,1,1,1,2,2,2,2,1,1,1,,1,4,4,1,1,M
4954,2013,IL,0,1,4,,0,,6,2,2,8,0,0,0,0,0,0,0,0,,,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,3,1,1,1,,1,5,3,0,1,M
4955,2013,IL,1,1,2,,0,,7,3,2,12,0,2,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,D,,,,,,,,,,2,3,1,2,1,1,1,1,,3,1,1,1,1,4,4,3,1,1,1,,5,1,1,0,1,M
4956,2013,IL,0,1,2,,1,1,5,7,2,5,0,0,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,1,,1,5,3,0,1,1
4957,2013,IL,0,1,2,,0,,7,0,2,5,0,0,0,0,0,0,0,0,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,1,,4,1,1,0,1,1
4958,2013,IL,0,1,2,,0,,7,0,2,7,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,1,,2,4,2,0,1,1
4959,2013,IL,1,1,2,,0,,6,7,2,8,0,1,1,1,0,0,0,0,,,2,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,M,1,1,0,0,0,0,0,0,1,0,0,1,0,,,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,1,3,1,2,1,1,1,1,,2,1,1,3,5,3,4,3,1,1,1,,4,2,1,0,1,M
4960,2013,IL,1,1,2,,0,,7,3,2,13,0,0,1,1,0,1,1,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,1,0,0,0,1,0,0,0,,,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,5,5,1,5,1,1,5,1,,5,1,1,1,5,4,5,1,1,1,1,,2,4,4,0,1,1
4961,2013,IL,0,1,2,,0,,4,1,2,7,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,4,3,1,0,1,1
4962,2013,IL,1,1,2,,0,,6,4,2,15,0,0,0,0,0,0,0,0,,,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,,,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,3,5,1,4,1,1,1,1,,5,1,1,1,5,5,5,4,1,1,1,,2,2,4,0,1,1
4963,2013,IL,0,1,2,,0,,4,2,2,7,0,1,0,0,0,0,0,0,,,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,5,4,1,1,1,,2,4,2,0,1,M
4964,2013,IL,0,1,2,,1,1,5,2,2,7,0,0,0,0,0,1,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,2,1,1,3,1,2,1,1,1,1,,4,2,2,0,1,1
4965,2013,IL,0,1,2,,0,,4,3,2,8,0,1,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,,,,,,,,,,1,2,1,2,1,1,1,1,,3,1,1,1,5,3,4,5,1,1,1,,3,2,3,1,1,M
4966,2013,IL,0,1,2,,0,,2,2,2,11,0,1,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,1,1,2,2,1,1,1,1,,3,,,,,,,,,,,,2,4,2,1,1,M
4967,2013,IL,0,1,2,,0,,4,6,2,12,0,0,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,1,4,1,3,1,1,1,1,,3,,,,,,,,,,,,2,1,5,0,1,M
4968,2013,IL,0,1,2,,0,,5,6,2,13,0,1,0,0,0,0,0,0,,,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,3,4,5,1,1,1,,2,4,3,0,1,M
4969,2013,IL,0,1,2,,0,,6,2,2,13,0,1,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,4,1,1,1,,2,3,3,0,1,1
4970,2013,IL,1,1,2,,1,1,4,7,2,6,0,0,1,0,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,2,1,1,1,1,1,1,,1,,,,,,,,,,,1,1,2,3,1,3,1,1,1,1,,4,2,1,0,1,1
4971,2013,IL,0,1,2,,0,,6,2,2,10,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,D,,,,,,,,,,,,,,,,,,,,1,2,1,1,3,2,1,2,1,1,2,1,3,4,0,1,1
4972,2013,IL,0,1,2,,0,,4,2,2,8,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,5,1,1,1,,4,1,3,0,1,M
4973,2013,IL,0,1,2,,0,,6,3,2,9,0,0,0,0,0,1,0,0,,,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,,,0,,,,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,2,1,4,4,5,5,1,2,1,,5,1,1,0,1,M
4974,2013,IL,1,1,1,,0,,3,3,2,2,0,0,1,1,1,1,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,4,1,5,1,1,5,0,1,1
4975,2013,IL,0,1,2,,0,,6,3,2,12,0,0,0,0,0,0,0,0,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,4,4,1,1,1,1,,2,4,3,0,1,1
4976,2013,IL,0,1,2,,0,,5,4,2,12,0,0,0,0,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,1,4,3,4,1,1,3,1,,4,1,1,1,1,3,3,1,1,1,1,,2,4,4,1,1,1
4977,2013,IL,1,1,2,,1,1,2,2,2,5,0,0,1,0,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,D,1,1,1,1,1,1,1,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,5,2,0,1,1
4978,2013,IL,0,1,2,,0,,6,2,2,5,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,M,M,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,1,1,1,,3,2,3,0,1,1
