CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
7193,2011,MN,0,1,5,,0,,0,2,2,11,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1,,,,,,,,,,,5,1,1,1,1,M
7194,2011,MN,0,1,2,,0,,4,0,2,7,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,D,,,,,,,,,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,4,1,2,0,1,M
7195,2011,MN,0,1,1,,0,,4,0,2,7,0,1,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,1,1,D,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,1,5,2,0,1,M
7196,2011,MN,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,0,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,1,3,3,1,1,,1,5,3,0,1,M
7197,2011,MN,0,1,1,,0,,6,1,2,4,0,1,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
7198,2011,MN,1,1,2,,0,,5,1,2,8,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,,,0,,,,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,1,1,M
7199,2011,MN,1,1,2,,1,1,5,2,2,5,0,0,M,0,1,1,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,D,4,1,2,1,1,2,,3,1,5,1,5,1,1,4,,5,1,1,1,3,1,2,1,1,1,,4,4,1,0,1,1
7200,2011,MN,0,1,1,,0,,6,2,2,13,0,0,0,0,0,0,0,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,1,1,1,,5,1,1,0,1,1
7201,2011,MN,0,1,1,,0,,3,1,2,6,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,2,5,1,0,1,M
7202,2011,MN,0,1,1,,0,,3,2,1,11,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,0,0,1,0,0,,,1,0,1,1,0,,,,,,0,0,1,0,1,0,0,1,0,1,1,,,,,,,,,1,1,2,2,3,1,1,,2,,,,,,,,,,,5,1,1,0,1,M
7203,2011,MN,0,1,3,,0,,3,2,1,3,0,M,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,1,,4,1,3,0,1,1
7204,2011,MN,0,1,1,,0,,6,0,2,3,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,2,2,0,1,M
7205,2011,MN,0,1,1,,0,,5,4,2,8,0,0,0,1,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,D,1,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,5,1,0,1,M
7206,2011,MN,0,1,3,,0,,1,3,2,12,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,2,5,1,0,1,1
7207,2011,MN,0,1,1,,0,,6,1,2,7,0,1,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,1,M
7208,2011,MN,0,1,2,,1,1,4,3,2,14,1,1,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,0,1,0,1,0,,,,,,,,,1,1,5,4,1,1,1,,4,,,,,,,,,,,2,3,4,1,1,1
7209,2011,MN,0,1,2,,0,,4,3,2,12,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,0,1,0,1,0,1,1,0,1,D,,,,,,,,,1,1,1,1,1,1,1,,4,,,,,,,,,,,2,4,2,0,1,M
7210,2011,MN,0,1,2,,0,,4,2,2,13,0,0,0,0,0,0,0,,,0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,,,,,,,,,1,2,1,1,1,1,1,,2,1,1,1,3,1,2,1,1,1,,5,1,1,1,1,M
7211,2011,MN,0,1,2,,0,,7,2,2,12,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,D,,,,,,,,,1,2,2,3,1,1,1,,1,1,1,1,1,2,2,1,1,1,,4,2,1,1,1,M
7212,2011,MN,0,1,2,,0,,5,2,2,12,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,1,M
7213,2011,MN,0,1,2,,0,,6,2,2,11,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
7214,2011,MN,0,1,1,,0,,4,1,2,4,0,1,1,0,1,0,0,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,D,D,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
7215,2011,MN,0,1,1,,0,,4,2,2,10,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,,1,1,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
7216,2011,MN,0,1,2,,0,,2,2,2,11,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,1,1,1,1,1,1,1,,1,,,,,,,,,,,5,1,1,1,1,M
7217,2011,MN,0,1,2,,0,,5,1,2,14,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,1,M
7218,2011,MN,0,1,1,,0,,2,1,2,8,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,1,0,0,,,0,,,,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
7219,2011,MN,0,1,2,,0,,4,2,2,6,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,1,5,3,0,1,1
7220,2011,MN,0,1,2,,0,,4,2,2,7,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,1,1,1,,1,5,4,0,1,1
7221,2011,MN,0,1,1,,0,,4,2,2,12,0,1,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,1,0,0,,,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,D,,,,,,,,,1,2,4,5,1,1,1,,4,1,1,1,1,1,1,1,1,1,,4,2,1,0,1,M
7222,2011,MN,0,1,2,,0,,6,6,2,17,1,0,0,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,,,1,0,1,1,1,0,0,0,0,1,0,1,M,0,1,0,1,1,1,1,0,,,,,,,,,1,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
7223,2011,MN,0,1,2,,0,,4,2,2,6,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,4,1,2,1,1,1,,1,5,2,0,1,1
7224,2011,MN,0,1,2,,1,1,3,2,2,8,0,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,1,5,1,0,1,M
7225,2011,MN,0,1,2,,1,1,5,7,2,10,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,1,1,1,,2,5,1,0,1,1
7226,2011,MN,0,1,2,,0,,4,3,2,11,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,1,1,1,,3,2,2,1,1,M
7227,2011,MN,0,1,2,,0,,4,4,2,11,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,,,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,D,,,,,,,,,1,1,5,4,1,1,1,,4,1,1,1,3,2,2,1,1,1,,2,3,4,1,1,M
7228,2011,MN,0,1,2,,0,,6,2,2,14,0,0,0,0,1,1,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,1,0,0,0,1,0,1,D,D,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,4,1,2,1,1,1,,2,4,1,0,1,1
7229,2011,MN,1,1,2,,1,1,5,7,2,6,0,1,M,0,1,1,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,,,,,,0,1,0,0,1,1,1,0,1,1,D,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,4,4,1,0,1,1
7230,2011,MN,0,1,1,,0,,5,2,2,6,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,1,2,2,1,1,,1,5,3,0,1,M
7231,2011,MN,0,1,2,,0,,3,2,2,8,0,0,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,1,0,0,,,1,0,0,1,0,,,,,,1,1,0,0,1,0,0,1,0,1,D,,,,,,,,,1,1,3,2,1,1,1,,3,,,,,,,,,,,3,1,4,1,1,M
7232,2011,MN,0,1,1,,0,,4,2,2,15,0,1,M,1,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,1,1,0,0,,,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,,,,,,,,,1,1,2,2,1,1,1,,2,1,1,1,4,1,2,1,1,1,,2,4,4,1,1,M
7233,2011,MN,0,1,2,,0,,4,2,2,6,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,3,2,3,4,1,1,,2,2,4,0,1,1
7234,2011,MN,0,1,2,,1,1,4,2,2,15,0,1,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,0,0,0,1,1,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,2,3,3,1,1,1
7235,2011,MN,0,1,5,,0,,4,6,2,14,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,0,0,1,0,1,1,0,1,0,0,1,,,,,,,,,1,3,2,4,1,1,1,,1,,,,,,,,,,,1,5,1,1,M,M
7236,2011,MN,0,1,1,,0,,3,2,2,10,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,0,1,0,0,0,,,,,,,,,1,1,4,3,1,1,1,,4,,,,,,,,,,,5,1,1,1,1,M
7237,2011,MN,0,1,1,,0,,3,2,2,3,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,1,1,1,,2,4,1,0,1,M
7238,2011,MN,0,1,1,,0,,4,1,2,4,0,1,1,0,1,0,0,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,,0,,,0,,,,1,0,0,0,1,1,1,1,D,0,1,D,D,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
7239,2011,MN,1,1,2,,1,1,4,7,2,13,0,1,0,0,1,1,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,1,0,,,,0,,,,,,0,0,0,0,1,1,1,1,1,1,D,4,1,3,1,1,3,,4,,,,,,,,,,,,,,,,,,,,1,4,4,0,1,1
7240,2011,MN,0,1,2,,0,,2,2,2,2,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,1,3,1,1,1,,2,4,4,0,1,M
7241,2011,MN,1,1,1,,0,,3,3,1,16,0,1,0,1,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,1,0,,,1,1,1,1,1,0,0,1,0,0,0,0,D,0,1,0,0,1,0,1,D,,,,,,,,,1,4,1,3,1,1,1,,2,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
7242,2011,MN,0,1,1,,0,,6,2,2,13,0,1,1,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,1,1,1,,4,1,1,0,1,M
7243,2011,MN,0,1,5,,0,,3,5,2,13,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,0,0,0,,,1,0,1,1,0,,,,,,0,1,1,0,1,1,1,0,0,0,1,,,,,,,,,1,1,1,1,2,1,1,,1,,,,,,,,,,,5,1,1,0,M,M
7244,2011,MN,0,1,2,,0,,6,2,2,8,0,0,0,0,D,0,0,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
7245,2011,MN,0,1,2,,0,,1,3,2,13,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,,,,,,,,,1,1,2,1,1,1,1,,1,1,1,1,2,1,1,1,1,1,,4,1,1,0,1,M
7246,2011,MN,0,1,1,,0,,5,3,2,9,0,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,1,1,1,,2,3,3,0,1,M
7247,2011,MN,0,1,2,,0,,5,3,2,10,0,0,0,0,0,0,0,,,0,,0,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,,2,3,3,0,1,M
7248,2011,MN,0,1,2,,0,,5,2,2,12,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,D,D,1,D,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,4,2,1,0,1,M
7249,2011,MN,0,1,1,,0,,3,1,2,3,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,1,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,1,1,1,,2,3,3,0,1,1
7250,2011,MN,1,1,2,,1,2,6,7,2,10,0,1,1,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,1,0,0,,,0,,,,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,3,2,3,4,1,1,1,,1,5,1,0,1,1
7251,2011,MN,0,1,2,,0,,3,2,2,4,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,1,1,1,,1,5,2,0,1,M
7252,2011,MN,1,1,4,,0,,5,7,2,16,0,1,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,1,0,,,,,,0,0,1,0,1,0,D,1,D,1,D,,,,,,,,,1,1,1,1,1,1,1,,1,,,,,,,,,,,2,5,1,0,1,M
7253,2011,MN,0,1,1,,0,,5,2,2,15,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,4,2,2,1,1,1,,4,3,1,0,1,M
7254,2011,MN,1,1,1,,0,,4,6,2,11,0,1,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,1,0,0,,,1,1,1,1,0,,,,,,0,0,1,0,1,0,0,1,D,1,D,,,,,,,,,2,5,1,4,1,1,1,,4,,,,,,,,,,,2,4,2,0,1,M
7255,2011,MN,0,1,1,,0,,4,1,2,7,0,0,M,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,3,3,1,1,1,,4,3,1,0,1,M
7256,2011,MN,0,1,1,,0,,5,3,2,14,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,,,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,,,,,,,,,1,1,2,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,,2,3,4,1,1,M
7257,2011,MN,1,1,2,,0,,7,7,1,14,0,1,M,1,1,0,1,0,3,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,D,,,,,,,,,,,,,,,,,,1,3,1,1,2,3,1,3,1,3,1,1,5,0,1,1
7258,2011,MN,0,1,2,,0,,4,2,1,4,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,D,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,3,1,1,,1,5,3,0,1,M
7259,2011,MN,0,1,5,,0,,2,0,2,8,0,1,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,D,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,3,1,0,M,M
7260,2011,MN,0,1,2,,0,,5,1,2,8,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,0,,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,D,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,1,5,1,0,1,M
7261,2011,MN,0,1,1,,0,,0,1,2,4,0,0,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,,2,3,3,0,1,M
7262,2011,MN,0,1,1,,0,,3,2,2,11,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,0,1,0,0,0,,,,,,,,,1,1,3,3,1,1,1,,3,,,,,,,,,,,5,1,1,1,1,M
7263,2011,MN,0,1,1,,0,,5,3,2,10,0,1,0,1,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,D,,,,,,,,,1,5,1,5,1,1,3,,5,1,1,1,2,2,2,1,1,1,,2,5,3,0,1,M
7264,2011,MN,0,1,1,,0,,5,1,2,7,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,4,1,1,,5,1,1,0,1,M
7265,2011,MN,0,1,2,,0,,5,2,2,13,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,5,1,1,1,1,M
